Date,MRKT,S5AUCO INDEX,S5CODU INDEX,S5HOTR INDEX,S5MEDA INDEX,S5RETL INDEX,S5FDSR INDEX,S5FDBT INDEX,S5HOUS INDEX,S5ENRSX INDEX,S5BANKX INDEX,S5DIVF INDEX,S5INSU INDEX,S5REAL INDEX,S5HCES INDEX,S5PHRM INDEX,S5CPGS INDEX,S5COMS INDEX,S5TRAN INDEX,S5SFTW INDEX,S5TECH INDEX,S5SSEQX INDEX,S5MATRX INDEX,S5TELSX INDEX,S5UTILX INDEX
9/29/1989,349.15,85.26,78.07,72.39,82.19,67.52,73.61,60.52,49.22,82.42,92.05,69.9496,80.34,,77.54,65.97,68.87,98.48,89.27,52.2,74.29,28.3,78.8,92.56,95.71
10/31/1989,340.36,79.45,73.72,70.57,78.39,64.9,71.65,60.59,50.62,82.92,81.88,68.7779,83.03,,77.08,66.53,66.14,94.82,79,49.03,71.15,27.24,74.48,91.36,97.11
11/30/1989,345.99,77.31,72.68,71.12,77.68,65.34,73.39,61.93,52.57,85.84,79.27,67.2301,86.28,,81.47,69.59,68.5,94.32,77.85,49.94,69.44,28.57,75.94,93.41,99.53
12/29/1989,353.4,75.95,72.49,70.41,76.24,65.87,73.41,63.31,55.81,91.62,77.78,63.3699,82.54,,83.41,69.91,70.3,97.84,79.54,50.77,67.67,28.39,78.08,99.89,103.76
1/31/1990,329.08,73.07,66.77,61.04,69.39,63.06,67.84,56.86,51,88.24,69.09,56.3498,74.54,,75.72,65.58,67.91,88.97,73.23,47.86,68.68,28.46,72.01,86.98,98.43
2/28/1990,331.89,77.19,67.05,60.53,69.58,64.37,66.31,55.99,50.24,89.81,72.12,58.3219,75.86,,75.68,63.46,69.33,88.93,77.64,50.62,71,30.68,72.44,86.51,97.43
3/30/1990,339.94,78.97,70.56,59.46,68.9,68.36,69.71,59.17,53.36,90.07,68.53,57.484,74.38,,76.83,65.77,72.27,93.34,79.69,52.41,73.67,32.14,73.57,90.85,95.7
4/30/1990,330.8,74.99,67.03,54.54,67.16,66.72,69.31,60.2,53.27,86.62,65.29,57.8371,69.47,,73.03,66.45,70.74,92.77,76.59,48.42,73.51,31.49,69.91,87.53,90.36
5/31/1990,361.23,80.28,72.42,62.56,74.86,75.26,77.18,65.73,60.38,91.94,73.03,65.9565,77.46,,82.79,74.92,76.05,101.34,80.06,55.12,82.56,38.58,75.15,95.02,94.71
6/29/1990,358.02,77.81,71.84,62.48,73.38,76.42,79.82,67.88,63.35,89.83,68.65,67.1518,74.97,,87.15,78.08,75.14,104.37,78.84,56.1,80.72,37.74,72.67,89.1,94.69
7/31/1990,356.15,74.61,69.03,55.48,67.62,72.68,79.8,68.48,64.55,98.24,62.64,64.5719,74.2,,87.15,80.79,74.56,101.2,76.52,44.43,75.88,35.02,74.99,85.3,94.89
8/31/1990,322.56,63.67,61.85,48.23,60.53,62.94,72.81,64.27,57.81,95.89,55.48,54.2877,65.48,,81.53,74.38,64.87,91.12,66.16,39.26,66.33,29.02,66.51,77.28,87.41
9/28/1990,306.05,56.9,56.24,41.7,57.49,57.36,69.03,62.38,54.06,93.06,46.8,47.1202,58.93,,80.06,71.22,59.72,81.07,61.15,33.54,64.13,27.13,61.51,79.98,88.08
10/31/1990,304,55.19,54.32,40.5,54.86,55.66,67.82,65.37,59.08,89.97,41.56,43.2733,55.68,,81.44,72.35,57.95,79.47,59.63,33.49,61.26,24.6,59.5,83.47,95.43
11/30/1990,322.22,56.15,60.84,44.62,60.82,62.39,71.51,68.93,61.61,91.61,49.28,48.0129,66.06,,88.55,79.07,61.54,80.14,63.17,39.06,66.77,26.15,63.8,82.53,96.33
12/31/1990,330.22,55.19,62.99,46.55,64.02,63.85,75.51,71.4,64.46,90.34,52.1,50.7861,69.01,,90.86,80.34,64.33,84.3,67.03,38.55,69.87,27.81,67.2,82.24,96.17
1/31/1991,343.93,57.47,68.88,46.09,70.2,71.24,80.7,73.74,61.67,88.08,56.02,56.0134,72.6,,97.04,82.69,69.65,93.13,75.58,41.39,79.25,30.85,70.58,81.24,94.09
2/28/1991,367.07,63.58,74.43,53.5,71.58,76.21,85.21,81.74,63.79,95.48,62.87,62.5788,78.62,,103.97,90.57,72.89,101.29,78.1,45.25,82.73,33.25,73.34,83.13,97.63
3/29/1991,375.22,62.56,77.15,57.86,71.93,82.22,93.22,86.33,65.55,95.4,65.6,67.7035,83.11,,111.89,94.45,73.73,100,75.87,47.4,79.21,32.54,73.08,84.53,98.89
4/30/1991,375.35,60.47,76.35,56.66,73.76,84.85,92.34,84.44,64.3,97.83,70.14,66.7618,78.6,,109.63,94.13,73.1,100.05,79.38,49.98,75.79,35.1,75.26,84.26,97.89
5/31/1991,389.83,70.19,78.77,60.67,75.38,93.03,92,87.48,65.71,96.15,75.17,70.8914,79.21,,112.83,97.89,79.43,105.03,86.2,51.36,78.25,38.29,82.25,82.85,97.31
6/28/1991,371.16,68.2,74.54,55.6,69.29,88.09,90.03,82.86,60.59,91.54,68.91,65.6181,75.8,,105.3,94.16,75.88,97.23,80.72,49.2,71.24,33.46,79.93,82.78,94.37
7/31/1991,387.81,66.84,79.48,56.29,70.97,94.14,89.01,88.67,64.34,96.82,74.18,73.6133,74.89,,113.34,101.58,75.94,101.03,85.22,48.61,74.41,33.16,82.93,84.27,97.96
8/30/1991,395.43,63.59,82.76,55.82,70.51,99.8,88.4,94.28,66.19,96.98,80.61,75.0258,73.98,,114.47,104.51,76.96,102.79,85.8,49.96,73.7,34.43,82.31,84.57,100.7
9/30/1991,387.86,62.13,83.75,57.9,69.11,95.04,81.59,90.45,66.98,95.7,78.69,77.5159,73.36,,111.47,102.96,74.23,99.33,86.05,50,72.46,29.63,79.4,83.58,104.08
10/31/1991,392.46,60.29,84.85,58.34,69.99,90.9,81.93,90.41,66.48,97.09,79.06,72.7331,78.34,,113.83,108.43,75.22,98.98,93.08,51.25,72.17,30.91,81.59,84.94,105.3
11/29/1991,375.22,54.18,82.89,55.76,64.41,91.76,76.29,90.93,66.5,88.8,71.13,67.5493,76.57,,107.49,105.48,70.45,95.79,84.51,48.18,68.93,30.07,74.8,81.31,106.79
12/31/1991,417.09,57.56,94.59,61.84,73.34,103.97,85.69,104.49,78.57,92.5,81.25,79.3385,86.62,,125.71,122.24,78.82,106.52,97.53,57.74,71.44,34.51,81.67,88.73,111.55
1/31/1992,408.79,62.69,97.39,69.63,75.95,102.12,84.2,99.81,80.08,87.82,83.42,75.9706,81.43,,118.95,113.27,79.26,110.97,95.26,59.65,75.88,40.94,83.01,84.4,104.68
2/28/1992,412.7,71.73,96.43,67.5,81.71,105.17,86.75,99.69,78.89,86.16,90.58,75.1558,80.82,,112.48,112.15,80.97,111.87,100.51,62,79.38,42.5,85.08,81.95,102.34
3/31/1992,403.69,72.99,92.02,66.7,80.48,103.86,86.43,98.18,78.51,83.35,87.32,76.6543,79.23,,107.44,106.29,79.4,104.45,97.85,58.1,75.61,39.06,85.45,81.93,101.53
4/30/1992,414.95,81.86,90.1,71.35,82.29,99.67,85.51,98.84,80.09,91.84,90.93,74.8927,78.08,,107.13,105.7,80.83,107.09,101.61,56.95,76.98,39.83,90.45,88.49,104.13
5/29/1992,415.35,79.87,87.46,73.11,83.6,100.22,84.57,100.12,80.69,94.24,92.94,76.035,78.94,,108.71,105.43,80.14,103.16,100.94,56.99,75.45,38.9,89.73,85.72,106.44
6/30/1992,408.14,84.18,84,71.48,82.47,99.32,84.41,97.43,76.99,91.56,93.73,76.2107,82.87,,106.41,99.92,78.15,98.12,96.63,53.12,74.84,39.07,87.35,87.09,106.37
7/31/1992,424.21,83.08,89.65,70.03,82.23,103.73,88.14,102.78,82.18,95.59,93.1,80.9264,87.15,,109.69,106.59,79.45,103.74,96.73,57.53,75.85,42.56,88.57,92.77,113.44
8/31/1992,414.03,73.41,87.73,67.95,80.53,104.55,88.55,104.12,81.15,97.47,87.75,76.9838,85.33,,105.84,102.65,76.81,100.67,89.46,54.78,70.08,41.71,83.69,91.56,111.24
9/30/1992,417.8,71.99,90.25,71.53,81.4,108.57,91.81,104.84,83.97,97.22,89.2,78.9697,91.06,,100.66,96.94,79.7,104.28,92.79,60.56,69.67,45.47,83.75,92.75,111.46
10/30/1992,418.68,72,90.11,74.21,81.61,112.99,94.56,103.37,86.86,92.47,91.41,79.7071,93.84,,103.89,99.35,78.59,105.8,98.66,64.36,68.43,49.1,85.14,91.74,110.64
11/30/1992,431.35,77.61,96.12,79.99,87.52,120.37,102.05,105.37,86.27,89.62,97.95,87.0939,96.73,,107.23,101.78,81.82,112.06,103.73,66.48,72.13,51.86,86.8,93.73,109.55
12/31/1992,435.71,79.38,94.3,80.12,89.28,120.18,102.2,104.64,85.08,90.33,102.59,90.361,99.83,,108.86,99.24,84.3,113.06,103.9,67.73,69.6,56.08,87.55,98.5,111.94
1/29/1993,438.78,87.88,98.82,82.02,94.16,120.6,100.42,102.56,81.88,92.42,106.75,92.2811,102.61,,104.49,90.46,84.79,111.38,107.53,73.03,74.46,62.92,87.67,99.25,115.16
2/26/1993,443.38,87.73,97.4,82.87,94.09,119.82,96.93,99.86,87.54,96.7,110.09,93.4672,103.14,,93.91,84.37,86.21,108.95,106.04,72.75,77.54,69.46,88.6,105.85,122.06
3/31/1993,451.67,92.53,100.45,88.29,95.73,121.59,101.66,99.23,87.79,100.25,113.7,99.0651,105.94,,94.69,84.88,89.14,107.87,108.49,75.28,76.54,72.65,88.74,108.29,123.2
4/30/1993,440.19,96.76,95.77,82.45,89.97,108.8,96.33,88.59,83.4,101.58,107.36,98.0618,104.26,,84.6,88.5,90.84,102.54,109.45,70.46,74.09,69.73,90.65,105,122.5
5/31/1993,450.19,96.79,98.86,86.77,95,115.23,100.73,90.56,82.39,102.79,106.29,99.2068,103.57,,90.55,89.59,92.72,106.5,109.89,74.77,81.36,78.88,92.17,108.38,121.67
6/30/1993,450.53,100.45,93.78,85.82,92.75,110.15,98.44,89.61,84.73,101.7,111.31,108.3253,105.51,,91.39,85.54,94.28,103.73,108.34,76.74,78.38,81.38,89.65,113.79,125.37
7/30/1993,448.13,103.13,95.73,90.41,92.67,110.93,98.07,86.8,79.31,102.61,111.97,109.7666,109.85,,86.02,78.67,94.93,100.26,113.75,72.8,73.42,81.06,89.9,115.27,127.79
8/31/1993,463.56,101.18,101.68,96.94,97.54,113.5,102.54,90.11,81.46,105.9,112.51,114.0121,114.72,,86.26,82.13,98.22,103.8,116.93,73.98,80.09,93.02,92.01,119.78,132.06
9/30/1993,458.93,101.65,98.53,97.12,97.23,112.83,96.48,87.69,80.67,106.69,116.54,115.8508,113.23,,84.86,81.27,97.01,99.31,114.43,78.85,79.34,97.85,88.09,117.67,130.27
10/29/1993,467.83,112.48,103.2,103.46,108.23,118.1,99.33,93.39,88.3,105.82,107.74,110.6599,108.25,,90.65,85.53,98.15,96.32,118.83,83.74,80.71,92.15,91.57,117.85,127.27
11/30/1993,461.79,114.28,102.92,101.17,105.76,122.53,95.74,93.59,89.95,99.43,105.82,104.786,102.74,,90.45,87.79,97.93,99.18,120.64,87.65,81.04,86.71,93.76,111.15,119.8
12/31/1993,466.45,118.88,102.47,104.98,107.29,114.1,98.9,94,90.8,100.4,109.58,105.1051,102.72,,94.63,88.73,102.51,102.64,121.56,85.12,83.02,85.97,96.79,109.18,120.71
1/31/1994,481.61,128.99,102.84,110.81,108.25,114.94,97.43,93.74,93.23,105.12,114.13,113.7046,106.77,,101.17,88.02,105.93,110.12,129.57,87.9,87.48,91.82,104.47,112.81,119.11
2/28/1994,467.14,121.62,102.58,111.63,105.27,117.74,102.02,92.13,92.18,101.29,108.75,105.9878,100.39,,100.71,81.53,105.2,105.07,121.58,92.13,89.4,97.4,101.46,106.11,111.8
3/31/1994,445.77,113.22,99.64,101.37,99.52,111.45,100.62,88.32,87.17,96.94,105.17,99.6372,95.94,,96.03,76.52,100.93,98.77,113.4,83.67,87.58,96.97,97.11,102.77,105.71
4/29/1994,450.91,112.66,97.81,103.14,98.35,111.93,98.81,90.1,91.73,101.43,109.17,104.7863,96.02,,95.12,79.79,98.75,100.99,114.48,82.3,83.75,87.68,97.03,105.05,106.63
5/31/1994,456.5,110.58,100.04,105.79,100.18,109.15,97.71,88.56,90.96,101.25,115.64,107.3305,101.84,,97.45,85.11,99.44,103.77,112.39,89.07,85.75,90.58,101,106.72,100.8
6/30/1994,444.27,107.48,98.63,96.91,95.85,108.6,92.77,87.32,86.39,98.63,112.29,104.3102,97.83,,93.7,82.78,96.48,101.66,110.18,86.56,79.85,85.73,98.1,107.54,97.21
7/29/1994,458.26,111.58,102.44,94.6,99.45,109.62,94.58,90.53,90.24,103.35,114.32,106.7552,100.39,,97.92,83.01,100.53,105.26,110.13,85.94,84.87,92.94,102.86,109.16,101.94
8/31/1994,475.49,108.68,106.62,99.68,100.02,112.44,99.57,96.9,96.75,102.07,118.14,113.2963,100.66,,106.57,93.01,102.92,110.67,111.63,93.86,93.79,98.01,108.81,109.53,101.82
9/30/1994,462.69,102.55,102.37,93.91,96.61,108.61,98.42,97.16,95.11,99.06,108.85,103.5091,95.37,,108.52,94.77,98.96,108.15,102.85,93.03,91.72,92.72,108.69,107.25,98.97
10/31/1994,472.35,100.37,102.43,98.36,97.56,109.77,102.23,99.48,99.71,107.07,109.88,105.5927,97.15,,103.96,97.24,100.84,106.67,104.76,102.3,99.52,99.03,104.86,106.35,100.55
11/30/1994,453.69,95.43,98.13,96.66,97.03,107.07,99.04,98.5,98.35,101.22,101.07,99.6735,94.71,,100.75,99,94.51,97.61,99.68,100.12,97.24,98.03,96.62,99.54,100.04
12/30/1994,459.27,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100
1/31/1995,470.42,93.67,100.58,109.45,102.55,101.74,101.92,101.91,102.44,101.81,106.46,105.7334,105.66,,107.09,106.17,101.12,104.81,103.66,99.15,100.22,103.58,96.04,104.64,106.19
2/28/1995,487.39,98.06,105.49,111.67,106.89,103.48,105.52,104.66,105.59,104.99,113.29,112.0451,108.12,,106.81,107.82,106.65,107.32,110.98,107.14,106.37,111.41,102.21,105.24,106.29
3/31/1995,500.71,100.33,109.12,116.03,106.24,109.41,106.93,107.84,108.75,110.34,111.33,115.3727,109.41,,113.22,109.79,109.85,112.84,114.64,112.41,111.77,115.85,107.65,105.48,103.89
4/28/1995,514.71,101.71,109.35,119.36,105.36,104.23,107.91,110.87,112.51,113.33,116,121.6433,108.97,,108.83,114.68,113.94,113.77,116.58,121.54,124.61,131.04,109,107.74,106.77
5/31/1995,533.4,107.62,113.64,124.26,110.58,108.03,106.96,117.47,114.58,116.72,127.06,128.071,114.89,,109.43,117.9,117.61,112.76,116.17,124.84,129.85,141.78,112.23,106.98,113.77
6/30/1995,544.75,108.52,112.68,127.7,114.22,113.21,112.2,118.98,116.33,112.48,127.16,129.6282,115.07,,113.87,122.8,118.77,117.53,118.7,134.26,142.3,161,116.34,109.92,112.06
7/31/1995,562.06,110,115.76,127.04,121.48,117.01,116.75,119.31,113.62,116.16,131.98,134.5001,114.23,,123.24,127.23,123.16,121.53,130.66,137.3,153.03,175.33,119.47,113.7,111.68
8/31/1995,561.88,112.01,116.16,122.92,120.09,109.44,117.29,118.72,112.72,111.76,139.01,137.039,124.14,,124.53,126.16,121.76,119.77,129.66,137.29,152.52,173.54,118.73,118.85,110.38
9/29/1995,584.41,111.74,117.57,126.98,120.07,112.49,120.34,127.71,121.86,113.88,146.41,148.9386,131.24,,133.94,137.43,124.84,121.58,133.11,135.27,151.9,174.42,119.11,128.35,116.92
10/31/1995,581.5,104.8,118.48,131.03,118.4,99.85,122.27,130.42,127.01,114.05,143.23,140.2541,127.96,,133.58,142.31,123.38,119.65,133.18,148.36,154.56,170.17,111.55,129.28,118.33
11/30/1995,605.37,110.14,123.41,138.75,123.81,109.6,120.9,135.91,135.2,118.48,153.66,149.2468,136.7,,140.35,148.84,133.25,124.34,138.41,146.7,147.04,150.19,118.42,132.2,118.85
12/29/1995,615.93,115.95,126.64,141.39,123.72,107.01,128.35,137.77,134.89,125.97,153.92,152.3834,138.19,,145.3,157.28,137.83,125.36,136.82,140.3,138.18,135.21,117.29,137.33,125.19
1/31/1996,636.02,119.04,131.04,155.34,128.01,103.99,129.67,142.48,137.54,125.77,158.69,166.6604,145.05,,152.91,165.9,144.28,121.41,138.54,151.3,141.5,127.43,124.96,139.65,127.4
2/29/1996,640.43,118.73,129.83,160.07,128.53,109.1,132.87,145.87,135.83,125.98,165.57,163.2834,144.68,,152.44,162.36,145.72,121.98,142.58,156.21,152.15,130.78,124.46,134.29,122.66
3/29/1996,645.5,127.29,134.56,157.71,125.46,119.06,135.25,142.6,136.18,131.95,169.09,167.7975,140.19,,151.87,162.31,149.34,125.07,145.33,158.66,141.09,127.17,132.28,130.56,121.18
4/30/1996,654.17,129.77,139.66,162.2,125.12,123.55,135.49,142.09,136.47,135.39,166.48,163.3041,136.98,,147.89,159.48,150.38,134.02,149.81,170.24,156.56,148.92,132.71,133.53,118.46
5/31/1996,669.12,132.56,143.81,161.78,125.65,131.25,139.27,151.65,142.01,135.86,170.22,164.6526,140.17,,149.11,167.16,154.08,138.38,149.48,174.29,161.48,157.77,130.85,132.79,119.41
6/28/1996,670.63,123.66,144,161.96,124.52,130.01,143.87,157.42,147.69,137.05,168.32,169.7752,145,,147.86,171.35,156.56,131.22,146.62,178.58,152.55,147.15,124.26,133.58,125.39
7/31/1996,639.95,117.9,139.53,152.39,111.14,119.66,135.6,153.1,145.95,131.77,168.66,163.2308,136.62,,135.08,164.59,149.94,123.94,137.94,174.94,143.66,140.85,121.05,122.81,117.08
8/30/1996,651.99,120.66,141.2,153.62,112.42,128.47,143,149.21,147.14,133.55,176.42,165.5162,138.82,,144.27,169.13,154.01,126.15,141.98,176.14,150.12,151.52,124.48,118.71,118.92
9/30/1996,687.31,117.51,148.86,154.07,120.25,130.11,148.3,155.87,161.91,138.27,187.27,179.6357,147.46,,156.63,182.56,164.5,135.21,145.87,195.41,166.59,180.53,129.76,119.75,119.43
10/31/1996,705.27,124.21,150.14,148.64,118.94,130.38,143.88,157.85,168.15,146.67,201.76,189.9145,158.29,,149.92,186.18,167.67,134.89,149.1,197.74,168.36,197.18,130.65,122.11,124.97
11/29/1996,757.02,131.25,153.45,153.85,130.99,132.53,149.66,166.79,176.39,152.91,221.67,208.1841,171.51,,158.99,202.41,180.94,139.11,158.34,225.28,195.7,235.16,136.72,130.17,126.79
12/31/1996,740.74,128.17,150.94,148.18,125.2,123.6,147.94,167.8,176.57,153.35,210.36,203.3574,167.71,,159.83,190.94,177.5,131.31,154.03,216.99,191.06,238.27,132.99,134.33,125.41
1/31/1997,786.16,131.93,161.66,153.48,128.52,122.35,149.35,178.27,187.55,160.9,227.49,218.7075,181.63,,166.6,214.89,182.08,137.93,159.45,244,217.08,296.52,136.34,137.4,125.77
2/28/1997,790.82,131.33,166.06,146.21,131.38,132.52,156.25,187.24,192.52,153.48,238.77,224.123,186.05,,168.45,217.69,182.16,136.81,158.28,235.09,199.72,269.26,139.67,142.8,124.18
3/31/1997,757.12,124.73,151.79,152.47,131.38,133.33,153.19,175.75,181.35,161.04,220.89,203.7246,175.88,,154.46,203.54,176.82,130.61,155.46,221.08,192.14,266.18,133.41,131.11,119.66
4/30/1997,801.34,130.58,154.96,167.6,136.4,136.95,160.66,187.99,200.88,162.6,232.48,224.7423,189.91,,158.89,222.72,188.39,131.26,167.64,274.67,205.86,291.08,136.71,135.28,117.32
5/30/1997,848.28,136.78,162.03,165.08,142.62,145.05,161.96,197.31,213.14,173.21,239.12,239.2943,201.72,,171.11,234.97,202.63,141.19,176.18,288.24,225.73,295.69,144.71,142.84,121.69
6/30/1997,885.14,138.04,165.2,163.06,146.66,155.06,174.52,202.69,220.86,179.41,250.15,252.9582,215.02,,179.84,259.09,216.06,145.83,180.51,294.05,229.37,278.77,149.72,146.64,124.87
7/31/1997,954.29,150.64,165.01,179.96,154.92,172.65,181.5,208.03,235.38,191.49,281.97,285.7322,234.18,,184.38,263.48,231.09,150.3,196.23,329.77,278.4,354.97,162.32,147.59,127.19
8/29/1997,899.47,152.12,155.72,167.8,149.17,164.91,174.36,190.34,205.37,185.25,264.02,260.7904,213.31,,177.12,239.61,215.52,145.03,183.87,316.57,270.29,356.04,154.23,140.99,124.04
9/30/1997,947.28,160.59,160.45,174.13,159.6,172.62,177.41,199.61,214.99,197.44,284.48,286.088,227.9,,176.86,256.78,224.03,155.98,195.85,318.42,281.22,359.76,155.58,153.64,128.79
10/31/1997,914.62,153.47,153.14,166.15,163.81,168.09,188.14,192.23,214.17,192.05,277.98,279.5583,223.03,,167.34,263.01,208.73,139.89,191.01,313.77,248.51,290.38,141.89,157.95,129.59
11/28/1997,955.4,149.55,156.15,174.31,176.45,179.39,203.51,207.03,227.57,188.01,287.53,297.1764,228.85,,178.4,272.66,224.22,144.71,193.58,332.53,251.51,287.3,143.13,179.1,138.57
12/31/1997,970.43,158.55,153.1,171.98,189.35,178,205.28,214.81,237.76,187.1,298.4,316.1366,241.95,,182.1,285.32,222.6,157.91,196.85,301.35,238.35,260.33,141.37,184.21,148.5
1/30/1998,980.28,159.01,157.57,169.14,193.21,180.25,212.93,207.05,236.82,176.88,284.71,316.3665,236.1,,183.03,308.99,226.38,154.43,194.25,334.28,256.25,301.05,140.4,194.08,142.17
2/27/1998,1049.34,179,169.96,185.63,206.12,201.33,230.08,216.65,258.04,188.48,311.97,345.8802,256.33,,198.11,323.71,241.74,164.06,198.93,369.26,282.78,328.57,148.19,194.47,146.22
3/31/1998,1101.75,191.85,172.39,201.05,215.13,218.61,235.72,230.03,262.72,196.39,333.88,358.9841,267.17,,207.52,334.38,253.81,173.77,215.49,402.76,279.2,293.13,156.09,215.2,155.21
4/30/1998,1111.75,192.94,176.1,202.48,227.64,219.95,221.63,222.04,260.32,203.23,340.42,361.506,270.78,,212.5,341.96,252.22,160.24,205.49,398.77,302.1,308.45,161.93,204.12,151.19
5/29/1998,1090.82,214.89,175.89,209.06,218.89,234.85,223.7,226.55,261.71,195.64,329.05,358.7574,264.14,,209.23,334.31,244.55,153.09,196.91,374.63,282.67,265.23,156.75,202.63,149.91
6/30/1998,1133.84,218.52,178.97,211.48,230.26,248.24,244.84,234.98,267.34,193.13,336.49,384.7029,276.43,,214.51,361.63,248.44,158.09,198.99,454.89,298.15,273.83,150.27,206.18,155.08
7/31/1998,1120.67,219.25,173.47,206.51,236.82,241.62,244.99,225.34,247.09,181.92,339,380.1619,274.28,,211.75,364.3,235.2,152.67,191.51,437.38,321.59,306.57,137.71,214.36,146.94
8/31/1998,957.28,172,147.03,175.01,198.76,212.36,230.62,197.14,215.91,160.75,254.12,294.1985,219.69,,174.07,327.86,205.39,129.48,165.31,369.33,267.54,250.83,119.4,194.13,149.61
9/30/1998,1017.01,177.82,141.63,178.72,203.25,202.27,256.42,198.33,204.2,182.77,260.43,299.5502,221.18,,180.3,371.15,211.01,138.2,168.56,432.73,298.68,297.48,126.67,215.5,160.89
10/30/1998,1098.67,197.78,156.41,198.05,215.56,235.3,273.15,224.44,253.37,184.92,285.81,345.3412,248.97,,191.77,382.26,234.65,142.91,181.37,424.32,330.45,325.35,130.96,231.59,157.44
11/30/1998,1163.63,205.64,156,206.4,234.1,260.86,284.48,236.94,254.51,185.45,302.57,378.0287,263.64,,202.46,405.5,243.59,148.84,187.46,477.71,366.92,386.63,135.21,242.11,159.12
12/31/1998,1229.23,212.36,150.96,225.46,257.08,286.83,316.15,233.22,267.05,183.44,309.44,388.1376,262.32,,212.44,422.46,251.41,157.69,190.9,540.35,423,428.1,130.09,274.95,163.39
